商品ID,商品名,表示ステータス(公開・非公開),検索ワード(コメント3),備考欄(SHOP専用),一覧-メインコメント,一覧-メイン画像,詳細-メインコメント,詳細-メイン画像,詳細-メイン拡大画像,詳細-サブコメント(1),詳細-サブコメント(2),詳細-サブコメント(3),詳細-サブコメント(4),詳細-サブコメント(5),商品コード,在庫数,在庫無制限フラグ,販売制限数,通常価格,ダウンロードファイル名,ダウンロード実ファイル,商品ステータス,商品ステータス名,カテゴリID,カテゴリ名
687,■三軒茶屋■レギュラー派遣(週3日〜)での薬剤師派遣募集】■ブランクのある方でも丁寧に教えます☆,1,"東京都,東京,世田谷区,三軒茶屋,派遣,レギュラー派遣,東急田園都市線,三軒茶屋駅,東急世田谷線",,test,11112050_5280c48437047.jpg,"■三軒茶屋駅から駅チカ

■週3日から働ける方を希望致します。

■スタッフ構成:薬剤師3名

ブランクがある方でも丁寧に教えます

まずはお気軽にご相談下さい",11112050_5280c490eefec.jpg,,東京都　世田谷区,"東急田園都市線　三軒茶屋駅

東急世田谷線　三軒茶屋駅","週3日以上就業できる方を希望致します。
(土曜日就業できる方を優先します)","平日 9:00〜19:00
土 9:00〜15:00 

*週3日から働ける方を希望致します。",交通費全額支給 白衣貸与,20140204,,1,1,,,,"1,2,3,5","新着,急募,オススメ,派遣未経験者大歓迎",7,オフィスワーク・事務
