会社ID,会社名,薬局ID,薬局名,商品ID,商品名,カテゴリID,カテゴリ名,表示ステータス(公開・非公開),ダミーフラグ,ダミーフラグ名,掲載終了日,商品ステータス,商品ステータス名,ダウンロードファイル名,ダウンロード実ファイル,商品コード,販売価格,在庫数,在庫無制限フラグ,販売制限数,雇用形態,雇用形態名,アピールポイント,アピールポイント名,条件,条件名,検索ワード(コメント3),備考欄(SHOP専用),一覧-メインコメント,一覧-メイン画像,詳細-メインコメント,詳細-メイン画像,詳細-メイン拡大画像,詳細-サブコメント(1),詳細-サブコメント(2),詳細-サブコメント(3),詳細-サブコメント(4),詳細-サブコメント(5),詳細-サブコメント(8),詳細-サブコメント(9),詳細-サブコメント(10),詳細-サブコメント(11)
9,GTO株式会社,77,朝霞倉庫,,■志木駅より路線バス■ソファやチェアの荷降ろしなど■スポット勤務ご希望の方にピッタリ,7,,1,1,本物,2014/2/16,"5,6","派遣未経験者大歓迎,特になし",,,20140214,950,1,,1,3,,"1,7",,"1,2",,"倉庫,軽作業,朝霞,スポット,",,一覧メインコメント,,"【仕事内容】
ソファやチェアなどの荷降ろし業務。
コンテナから商品を降ろして倉庫に格納する仕事をメインに、破損した商品の修理などの付随業務も行って頂きます。

【特徴】
最寄バス停からスグなので通勤しやすい環境です。志木駅から路線バスが出ています。

【その他おすすめポイントなど】
現場では丁寧に指示を頂けるので、はじめての方でも安心して仕事が出来る環境です。アットホームな環境です。

【持ち物・服装】
ラバー付き軍手、ジーパンやジャージ以外の作業しやすい服装　",,,朝霞市上内間木,志木駅から路線バス,"月,火,水,木,金",9:00〜17:00,,"荷降ろし,ソファ,チェア",,,
